Receive Date,Receive Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
08/31/2020,New Rcv,SJ,F,W,29,Upshur,35990014,Drug,POSS CS:METH,05/05/2020,01/12/2020,9 to 10 Months
09/16/2019,NR-Prob Mod,SAFP,M,H,38,Hunt,35990017,Drug,POSS CS PG 1 >=200G<400G,,06/26/2009,SAFPF
10/28/2019,New Rcv,ID,M,B,35,Milam,35990015,Drug,POSS CONT SUBS 1-4G DFZ,09/10/2019,03/31/2018,4 Years
03/09/2020,New Rcv,ID,M,W,32,Brazoria,54040011,Other,DWI,02/10/2020,11/23/2019,4 Years
03/03/2020,New Rcv,ID,F,W,28,Lamar,13990063,Violent,ASLT PUBLIC SERV,01/03/2020,01/29/2019,5 Years
01/14/2020,NR-Prob-Tech Only,ID,M,H,27,Galveston,48010020,Other,EVADE ARREST DET W/VEH,12/13/2019,08/29/2018,4 Years
02/27/2020,New Rcv,ID,M,W,25,Kaufman,48010020,Other,EVADING ARREST DET W/VEH,01/30/2020,12/03/2019,4 Years
10/22/2019,NR-Prob-New Offense,ID,F,B,37,Lubbock,38060001,Other,ABANDONING A CHILD,12/11/2014,06/28/2009,3 Years
10/24/2019,NR-Prob Mod,SAFP,F,B,26,Fort Bend,13150005,Violent,AGG ASSAULT W/DEADLY WEAPON,,10/17/2017,SAFPF
03/24/2020,New Rcv,ID,M,B,28,Harris,52120009,Other,FELON POSS WPN,03/03/2020,08/08/2019,3 Years
10/29/2019,New Rcv,SJ,F,H,27,Dallas,73991000,Other,ATT ENG IN ORG CRIM ACT,10/17/2019,10/22/2018,15 to 16 Months
09/11/2019,NR-Prob-New Offense,ID,M,H,28,Harris,35990016,Drug,POSS METH 4-200G,08/19/2019,04/07/2010,2 Years & Less
01/23/2020,New Rcv,SJ,M,H,25,Hidalgo,24110003,Property,UNAUTH USE VEH,01/07/2020,10/24/2019,6 Months & Less
10/09/2019,New Rcv,ID,M,W,37,Hood,11990016,Violent,INDEC W/CHILD-SEX CONTACT,09/17/2019,12/25/2017,4 Years
10/09/2019,NR-Prob-New Offense,ID,F,W,42,Brazoria,35990015,Drug,POSS CONT SUB,09/05/2019,10/01/2017,2 Years & Less
04/01/2020,Parole Rvk-Tech Only,ID,F,B,40,Dallas,13150005,Violent,AGG ASLT DW,08/30/2012,06/30/2009,10 Years
11/16/2019,Parole Rvk-Tech Only,ID,F,B,40,Dallas,13150005,Violent,AGG ASLT DW,08/30/2012,06/30/2009,10 Years
09/17/2019,New Rcv,SJ,F,H,38,Bexar,35990014,Drug,POSS C/S,06/27/2018,03/07/2018,23 to 24 Months & More
01/23/2020,New Rcv,ID,F,H,39,Atascosa,35990015,Drug,POSS CONT SUBS PG1 1-4G,12/11/2019,06/30/2016,2 Years & Less
10/02/2019,New Rcv,ID,F,W,29,Tarrant,35990016,Drug,POSS CONT SUB 4-200G METH,09/13/2019,07/11/2019,3 Years
02/06/2020,New Rcv,SJ,M,B,31,Erath,35990014,Drug,POSS CS PG1 <1G,01/28/2020,10/17/2019,23 to 24 Months & More
01/22/2020,DMS Rvk-New Offense,ID,M,B,24,Montgomery,73991003,Other,ENGAG ORG CRIM ACT,01/11/2017,09/05/2015,6 Years
11/27/2019,New Rcv,SJ,M,B,24,Travis,22990001,Property,BURG OF BLDG,11/13/2019,07/12/2019,6 Months & Less
10/02/2019,New Rcv,SJ,M,W,28,McMullen,23990008,Property,(LIO) THEFT OF FIREARM,07/15/2019,07/14/2017,23 to 24 Months & More
01/10/2020,New Rcv,SJ,M,W,57,Hill,53990011,Other,INTERFER W/EMER CALL W/PREV CONV,12/19/2019,02/01/2015,17 to 18 Months
09/18/2019,New Rcv,ID,M,B,41,McLennan,54040033,Violent,INTOX MANSLAUGHTER,08/19/2019,05/15/2017,16 to 20 Years
07/22/2020,New Rcv,SJ,M,H,28,Midland,35990014,Drug,POSS CONTROLLED SUBSTANCE PG1,05/21/2020,08/11/2019,6 Months & Less
12/19/2019,New Rcv,SJ,M,W,24,Bowie,35990014,Drug,POSS C/S<1G,11/04/2019,10/11/2019,11 to 12 Months
02/27/2020,New Rcv,SJ,F,H,31,Wichita,23990196,Property,THEFT PROP L/$2500 W/PRIORS,02/14/2020,08/15/2019,8 to 9 Months
02/06/2020,New Rcv,SJ,M,B,43,Galveston,35990014,Drug,"POSS CS,TO-WIT:METH PG1<1G",12/18/2019,10/23/2019,8 to 9 Months
10/04/2019,NR-Prob-Tech Only,ID,M,B,28,Guadalupe,22990002,Property,BURG HABIT,10/21/2013,09/14/2009,4 Years
11/20/2019,NR-Prob-New Offense,SJ,M,B,30,Henderson,38060021,Other,ABAND ENDANG CHLD CRIM NEG,05/16/2019,09/21/2017,14 to 15 Months
11/13/2019,NR-Prob Mod,SAFP,M,B,31,Dallas,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,06/20/2015,SAFPF
09/03/2019,NR-Prob Mod,SAFP,F,W,31,Wise,35990014,Drug,POSS CS PG 1 <1G,,11/19/2016,SAFPF
09/23/2019,NR-Prob Mod,SAFP,M,W,43,Trinity,13990044,Violent,INJ CHILD/ELDERLY/DISABLED RECKL,,12/21/2013,SAFPF
12/02/2019,New Rcv,ID,M,H,26,Brazoria,52120009,Other,UNL POSS FIREARM BY FELON,10/23/2019,03/16/2019,2 Years & Less
12/12/2019,Parole Rvk-New Offense,ID,M,W,26,Travis,12990002,Violent,AGG ROBBERY,11/05/2009,08/03/2009,11 to 15 Years
03/12/2020,New Rcv,ID,M,W,36,Lamar,11990012,Violent,SEX ABUSE CHILD CONTINUOUS VU/14,02/04/2020,12/01/2015,Life w/o Parole
12/04/2019,Parole Rvk-New Offense,ID,M,B,31,Johnson,22990002,Property,BURG HABIT,07/22/2010,02/10/2010,11 to 15 Years
11/07/2019,New Rcv,ID,M,H,70,Dallas,11990004,Violent,AGG SEX ASLT CHILD,10/11/2019,10/14/2018,10 Years
03/17/2020,NR-Prob-Orig,SAFP,F,W,30,Wichita,35990003,Drug,MAN DEL CS PG 1 >=4G<200G,,10/29/2018,SAFPF
11/27/2019,New Rcv,ID,M,H,27,Bexar,35990003,Drug,POSS WID CONT SUB PG1 4-200G,10/30/2019,09/05/2019,3 Years
09/19/2019,New Rcv,SJ,M,W,38,Harris,22990001,Property,BURG BLDG,09/12/2019,08/29/2017,11 to 12 Months
12/20/2019,New Rcv,ID,M,W,32,Hardeman,13150005,Violent,AGG ASLT W/DWPN,11/19/2019,08/04/2019,3 Years
09/25/2019,NR-Prob-Tech Only,ID,M,W,32,Tarrant,13990076,Violent,ASLT FAM HSE MEM IMP BRTH CIRC,09/06/2019,02/13/2018,4 Years
09/03/2019,New Rcv,ID,M,W,46,Randall,54040011,Other,DWI 3RD OR MORE,07/30/2019,04/01/2018,8 Years
11/14/2019,New Rcv,ID,M,H,25,Grayson,54040011,Other,DWI 3RD OR MORE,10/25/2019,04/09/2019,3 Years
04/08/2020,NR-Prob-Orig,SAFP,M,W,30,Travis,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,05/31/2017,SAFPF
08/20/2020,New Rcv,SJ,M,W,26,Henderson,35990014,Drug,POSS CS,06/11/2020,12/11/2019,11 to 12 Months
03/23/2020,New Rcv,ID,M,W,27,Montgomery,48010020,Other,EVADING ARREST DETN W/VEH,02/26/2020,01/04/2020,5 Years
03/18/2020,NR-Prob-Tech Only,ID,F,H,26,Hidalgo,35990024,Drug,POSS CONT SUB PG3 28-200G,02/19/2020,08/22/2014,3 Years
03/19/2020,NR-Prob Mod,SAFP,M,B,25,El Paso,35990015,Drug,POSS CS PG 1 >=1G<4G,,05/11/2019,SAFPF
07/15/2020,NR-Prob-Tech Only,ID,F,W,25,El Paso,35990015,Drug,POSS CONT SUB PG1 1-4G,06/20/2019,03/12/2016,2 Years & Less
10/11/2019,New Rcv,SJ,M,H,36,Bexar,23990194,Property,THEFT $2500 TO < $30000 VEHI,09/20/2019,01/21/2019,6 to 7 Months
10/23/2019,New Rcv,ID,F,I,32,Grayson,35990003,Drug,POSS CS PG1 4-200G WID METH,10/04/2019,12/14/2018,7 Years
08/24/2020,NR-Prob-New Offense,ID,M,W,31,Grayson,35990015,Drug,POSS CS 1-4G METH,06/19/2020,12/14/2018,4 Years
03/04/2020,New Rcv,ID,M,W,31,Liberty,35990015,Drug,POSS CONT SUB PG1 1-4G,12/12/2019,02/19/2019,6 Years
09/30/2019,New Rcv,ID,M,B,26,Angelina,35990008,Drug,POSS WID CONT SUBS PG2 4-400G,08/28/2019,02/08/2019,10 Years
02/07/2020,New Rcv,ID,M,W,28,Guadalupe,35990016,Drug,POSS CONT SUB 4-200G,12/17/2019,08/08/2019,8 Years
03/11/2020,NR-Prob-New Offense,ID,M,W,26,Liberty,13150005,Violent,AGG ASLT W/DWPN,01/28/2020,01/06/2019,3 Years
12/09/2019,New Rcv,ID,M,B,25,Montgomery,35990003,Drug,POSS WID/MAN CONT SUBS,11/12/2019,04/26/2019,7 Years
01/13/2020,New Rcv,ID,M,H,24,Scurry,50150004,Other,BAIL JUMP/FAIL TO APPEAR,12/05/2019,09/09/2019,7 Years
11/04/2019,New Rcv,ID,M,B,27,Tarrant,12990002,Violent,AGG ROBBERY W/DWPN,10/18/2019,07/03/2017,41 to 59 Years
10/23/2019,New Rcv,ID,M,A,53,McLennan,36990008,Other,FAIL TO REG AS A SEX OFFENDER,10/01/2019,07/07/2017,6 Years
11/07/2019,NR-Prob Mod,SAFP,F,H,29,El Paso,13990070,Violent,ASSAULT EMS PERSONNEL PROV SERV,,12/07/2015,SAFPF
01/30/2020,New Rcv,SJ,M,H,35,Harris,54040028,Other,DWI W/CHILD UNDER 15 YOA,01/24/2020,09/14/2019,6 Months & Less
02/21/2020,New Rcv,ID,M,B,24,Williamson,12990002,Violent,AGG ROBBERY,01/30/2020,10/26/2018,5 Years
02/13/2020,DMS Rvk-Tech Only,ID,M,W,25,Hays,54010007,Other,ACC INV INJURY,01/17/2019,04/20/2015,3 Years
07/15/2020,Parole Rvk-New Offense,ID,F,H,30,Williamson,35990016,Drug,POSS CONT SUB 4-200G,03/20/2018,06/01/2017,4 Years
10/09/2019,NR-Prob-New Offense,ID,M,W,29,McLennan,64080001,Other,ONLINE SOLICITATION OF A MINOR,08/26/2019,08/23/2018,7 Years
02/13/2020,NR-Prob-Tech Only,SJ,F,B,22,Coryell,35990014,Drug,POSS CS PG1 L/1G,01/29/2020,09/03/2018,11 to 12 Months
01/09/2020,NR-Prob-New Offense,ID,M,H,28,Bexar,13990076,Violent,ASLT FAM-CHOKING/STRANG,12/12/2019,09/21/2016,2 Years & Less
02/04/2020,Parole Rvk-New Offense,ID,F,W,30,Gillespie,35990015,Drug,POSS CS METH 1-4G,12/07/2017,02/15/2017,4 Years
11/12/2019,New Rcv,SJ,F,W,30,Johnson,35990014,Drug,POSS CS PG1 L1G,11/01/2019,07/19/2019,13 to 14 Months
01/02/2020,NR-Prob-Tech Only,ID,F,H,23,El Paso,13990043,Violent,INJ CHILD/ELD/DISABLE W/I BI,10/30/2019,08/13/2016,2 Years & Less
12/03/2019,New Rcv,SJ,M,B,25,Harris,35990014,Drug,POSS CS PG1<1G COC,11/21/2019,10/22/2018,6 Months & Less
09/26/2019,New Rcv,SJ,M,H,35,Comal,35990014,Drug,POSS CS PG1 L/1G,09/12/2019,05/20/2018,6 Months & Less
12/19/2019,New Rcv,ID,M,B,25,Harris,13990075,Violent,ASLT FAM HSE MEM PREV,12/04/2019,09/21/2019,2 Years & Less
09/11/2019,New Rcv,SJ,F,W,30,Tarrant,26040042,Property,FRAUD USE/POSS ID INFO U/5 ITEMS,09/07/2018,07/08/2017,11 to 12 Months
11/26/2019,NR-Prob-New Offense,SJ,F,H,23,Harris,35990014,Drug,POSS CS PG1 LT 1G,11/15/2019,11/26/2017,6 Months & Less
07/06/2020,New Rcv,ID,M,A,26,Tarrant,52030024,Other,UNL POSS OF FIREARM,03/16/2020,07/27/2018,2 Years & Less
03/25/2020,New Rcv,ID,M,W,28,Chambers,35990017,Drug,UNL POSS CS METH 200-400G,02/27/2020,07/26/2019,7 Years
01/03/2020,NR-Prob-Tech Only,ID,M,B,25,Travis,52030024,Other,UNL POSS F/ARM BY FELON,03/30/2017,10/05/2016,3 Years
01/14/2020,NR-Prob Mod,SAFP,F,W,25,Hill,09990018,Violent,CRIMINAL NEGLIGENT HOMICIDE,,09/03/2013,SAFPF
10/02/2019,NR-Prob Mod,SAFP,M,W,26,Harris,12990002,Violent,AGG ROBBERY,,11/18/2014,SAFPF
12/12/2019,New Rcv,ID,M,B,32,Bexar,13990082,Violent,ASLT PEACE OFFICER/JUDGE,11/21/2019,07/13/2019,3 Years
03/19/2020,NR-Prob-Orig,SAFP,F,W,34,Grayson,35990003,Drug,MAN DEL CS PG 1 >=4G<200G,,08/06/2019,SAFPF
01/28/2020,NR-Prob-New Offense,SJ,F,H,36,Dallas,35990014,Drug,POSS CS,01/07/2020,08/02/2015,11 to 12 Months
07/27/2020,NR-Prob-New Offense,ID,M,W,27,Hood,35990021,Drug,POSS CS 4-400G TETRAHYDRO,05/12/2020,04/02/2017,16 to 20 Years
01/02/2020,New Rcv,ID,M,H,30,Hidalgo,54040011,Other,DWI 3D/M,12/03/2019,03/20/2018,2 Years & Less
10/22/2019,Parole Rvk-New Offense,ID,F,H,28,Bexar,35990016,Drug,POSS CONT/SUB 4-200G,11/18/2016,07/23/2016,5 Years
12/12/2019,NR-Prob-New Offense,SJ,F,W,42,Angelina,35990014,Drug,POSS CS PG1<1G,10/03/2019,01/19/2016,11 to 12 Months
10/28/2019,New Rcv,ID,M,H,44,Dallas,11990015,Violent,SEX ABUSE CONT U/14 YOA,09/19/2019,11/01/2018,26 to 30 Years
09/06/2019,NR-Prob-New Offense,SJ,M,W,37,Burleson,23990194,Property,THEFT PROP $2500<30K,08/26/2019,03/08/2018,6 Months & Less
01/21/2020,New Rcv,ID,M,W,37,Fort Bend,35990015,Drug,POSS CONT SUB PG1 1-4G,12/20/2019,06/08/2019,3 Years
02/10/2020,New Rcv,ID,F,H,34,Live Oak,09990023,Violent,CRIMINAL SOLICITATION,01/09/2020,12/06/2018,26 to 30 Years
10/24/2019,NR-Prob-New Offense,SJ,M,W,45,Harris,25890001,Property,FORGERY,10/18/2019,05/05/2016,6 Months & Less
11/08/2019,NR-Prob-Tech Only,SJ,M,W,30,Bexar,35990014,Drug,POSS C/S PG1 <1G,10/17/2019,08/10/2018,8 to 9 Months
09/03/2019,NR-Prob-Tech Only,ID,M,W,30,Henderson,22990002,Property,BURG OF HABIT,12/11/2017,06/29/2017,5 Years
02/04/2020,NR-Prob-New Offense,ID,M,B,28,Harris,13990075,Violent,ASLT FAM HSEHLD MEM,01/09/2020,02/28/2019,2 Years & Less
09/03/2019,New Rcv,ID,M,W,27,Hansford,23990198,Property,THEFT $30K-$150K,07/30/2019,08/22/2018,2 Years & Less
10/22/2019,NR-Prob-New Offense,ID,M,B,24,Harris,22990002,Property,BURG OF HABIT,10/03/2019,08/30/2016,2 Years & Less
01/09/2020,Parole Rvk-New Offense,ID,M,H,31,Bexar,54040011,Other,DWI,07/11/2016,01/17/2016,5 Years
11/27/2019,New Rcv,ID,M,B,25,Harris,12990002,Violent,AGG ROBBERY DW,11/08/2019,05/19/2019,16 to 20 Years
09/27/2019,NR-Prob-New Offense,SJ,M,H,39,Potter,35990014,Drug,POSS C/S PG1 U/1G,08/29/2019,03/23/2018,7 to 8 Months
12/05/2019,NR-Prob-New Offense,SJ,M,H,27,Ector,25890001,Property,FORGERY,10/28/2019,02/28/2018,13 to 14 Months
04/08/2020,New Rcv,ID,F,W,47,Kerr,35990003,Drug,POSS CS WID PG1 METH 4-200G,02/20/2020,02/09/2017,16 to 20 Years
02/13/2020,NR-Prob-Tech Only,ID,M,W,27,Rockwall,35990003,Drug,MAN/DEL CONT SUB PG1 4-200G,01/16/2020,12/26/2016,5 Years
12/19/2019,NR-Prob-New Offense,ID,M,B,26,Collin,12990002,Violent,AGG ROBBERY,08/21/2019,02/26/2014,5 Years
10/28/2019,New Rcv,ID,M,B,27,Washington,12990002,Violent,AGG ROBBERY,10/10/2019,04/29/2018,21 to 25 Years
04/06/2020,NR-Prob Mod,SAFP,M,H,25,Nueces,22990002,Property,BURGLARY OF HABITATION,,07/09/2017,SAFPF
12/10/2019,New Rcv,ID,F,W,24,Wichita,26040043,Property,FRAUD USE/POSS ID INFO 5-10,10/25/2019,07/11/2019,5 Years
10/03/2019,New Rcv,ID,M,W,34,Bexar,37040009,Violent,POSS CHILD PORN,09/09/2019,07/11/2018,10 Years
09/24/2019,New Rcv,ID,M,H,24,El Paso,13990082,Violent,ASLT PEACE OFFICER/JUDGE,03/14/2019,12/04/2018,2 Years & Less
02/03/2020,New Rcv,ID,M,W,25,Nueces,22990002,Property,BURG HABIT,01/10/2020,03/10/2017,6 Years
10/11/2019,NR-Prob-New Offense,ID,M,H,25,Ector,12990001,Violent,ROBBERY,07/10/2019,06/28/2017,10 Years
03/27/2020,Parole Rvk-New Offense,ID,M,W,27,Childress,35990016,Drug,POSS CONT SUBS,10/22/2012,12/02/2011,11 to 15 Years
11/25/2019,New Rcv,ID,M,W,35,San Patricio,48010020,Other,EVADING ARREST DET W/VEH,10/15/2019,11/27/2018,7 Years
12/11/2019,NR-Prob-New Offense,SJ,F,B,31,Collin,54040028,Other,DRIVING WHILE INTOX W/CHILD U/15,10/30/2014,12/17/2012,6 Months & Less
12/27/2019,NR-Prob-New Offense,ID,M,W,32,Tarrant,35990016,Drug,POSS CONT SUB,12/05/2019,08/06/2018,4 Years
01/07/2020,NR-Prob-New Offense,ID,F,B,26,Wichita,50990041,Other,RETALIATION,12/19/2019,06/10/2016,3 Years
08/05/2020,New Rcv,ID,F,W,44,Johnson,73990677,Other,PROH SUB ITEM CORR FACILITY,03/20/2020,12/07/2019,3 Years
01/23/2020,New Rcv,ID,M,B,33,Grayson,48040003,Other,TAMP/FAB PHYS EVID W/INT IMP,12/27/2019,12/04/2018,5 Years
10/08/2019,Parole Rvk-New Offense,ID,M,H,26,Dallas,35990003,Drug,MAN/DEL POSS CONT SUB 4-200G,01/19/2017,03/11/2016,5 Years
02/18/2020,NR-Prob-Tech Only,ID,M,B,27,Dallas,13990075,Violent,ASLT BI FAMILY VIOLENCE,10/07/2019,03/17/2015,6 Years
09/17/2019,NR-Prob Mod,SAFP,F,W,32,Grayson,23990194,Property,"THEFT PROP >=$2,500<$30K",,08/26/2018,SAFPF
02/13/2020,New Rcv,SJ,M,B,41,Harris,25890001,Property,FORGERY,02/05/2020,08/08/2019,6 Months & Less
09/03/2019,New Rcv,ID,M,H,27,Atascosa,22990002,Property,BURG HABIT,08/05/2019,01/16/2018,2 Years & Less
03/05/2020,New Rcv,SJ,M,B,31,Harris,23990132,Property,THEFT FROM PERSON,02/25/2020,10/17/2019,6 Months & Less
11/12/2019,NR-Prob Mod,SAFP,F,B,31,Bexar,52030025,Other,PROH WEAPON,,07/02/2018,SAFPF
02/04/2020,New Rcv,ID,M,H,33,Dawson,20990010,Property,ARSON,01/08/2020,03/26/2019,16 to 20 Years
02/19/2020,New Rcv,ID,M,H,24,Harris,48010020,Other,EVADE ARREST DET VEH,01/31/2020,02/16/2019,8 Years
10/10/2019,NR-Prob-New Offense,ID,M,B,27,Bexar,12990002,Violent,AGG ROBBERY,09/16/2019,04/07/2014,6 Years
09/16/2019,New Rcv,ID,M,W,24,Victoria,13990083,Violent,ASLT,08/20/2019,05/17/2018,5 Years
09/11/2019,NR-Prob-New Offense,ID,M,H,25,Harris,54040011,Other,DWI,11/02/2017,09/14/2017,4 Years
01/02/2020,NR-Prob-Orig,SAFP,M,H,25,Hidalgo,35990001,Drug,MAN DEL CS PG 1 <1G,,04/25/2019,SAFPF
03/27/2020,New Rcv,ID,M,B,35,Smith,09990030,Violent,MURDER,01/31/2020,01/28/2017,31 to 40 Years
10/10/2019,New Rcv,ID,M,B,25,Bexar,11990002,Violent,SEX ASLT-CHILD REPEAT,09/13/2019,10/13/2016,11 to 15 Years
03/11/2020,New Rcv,ID,M,B,24,Harris,09990026,Violent,CAPITAL MURDER,02/25/2020,03/20/2015,Life w/o Parole
12/27/2019,New Rcv,ID,F,W,27,Tarrant,50990041,Other,OBSTRUCTION/RETALIATION,12/03/2019,04/08/2019,3 Years
11/14/2019,NR-Prob-New Offense,ID,M,H,27,Bexar,22990002,Property,BURG HAB-INTENT COMMIT ASLT,10/23/2019,05/20/2016,2 Years & Less
12/09/2019,NR-Prob-Tech Only,ID,M,B,24,Cherokee,22990002,Property,BURG HABIT,11/06/2019,01/13/2014,6 Years
10/02/2019,NR-Prob Mod,SAFP,M,H,23,Dallas,35990003,Drug,MAN DEL CS PG 1 >=4G<200G,,09/01/2017,SAFPF
12/02/2019,NR-Prob-Tech Only,ID,M,H,31,Taylor,35990002,Drug,POSS HEROIN W/INT,05/11/2017,09/20/2016,7 Years
12/04/2019,New Rcv,SJ,F,W,51,Tarrant,40040011,Other,PROSTITUTION W/3RD OR MORE,11/25/2019,09/10/2019,6 Months & Less
03/03/2020,NR-Prob-New Offense,ID,M,B,26,Harris,13150005,Violent,AGG ASLT FAM MEM,02/13/2020,07/29/2018,2 Years & Less
03/25/2020,NR-Prob-Tech Only,SJ,F,W,27,Tarrant,35990019,Drug,"POSS C/S <1G,NAMELY:TETRAHYDRO",03/13/2020,02/07/2019,6 to 7 Months
10/09/2019,New Rcv,ID,M,H,55,Starr,36010005,Violent,INDEC W/CHILD CONTACT,09/11/2019,06/12/2018,5 Years
02/19/2020,NR-Prob-Tech Only,ID,F,H,34,Grayson,12990001,Violent,ROBBERY,05/21/2015,12/16/2014,3 Years
12/05/2019,New Rcv,SJ,M,W,31,Harris,23990194,Property,THEFT>=2500<30K,11/15/2019,11/25/2018,7 to 8 Months
10/02/2019,New Rcv,ID,M,H,27,Harris,22990002,Property,BURG HABIT,09/16/2019,08/17/2018,8 Years
10/04/2019,NR-Prob-New Offense,SJ,M,W,28,Grayson,35990014,Drug,POSS C/S PG1<1G; OXYCODONE,09/11/2019,12/15/2016,7 to 8 Months
03/17/2020,New Rcv,ID,F,W,43,Nueces,13990063,Violent,ASLT PUB SERVANT,12/03/2019,08/22/2018,2 Years & Less
01/06/2020,NR-Prob Mod,SAFP,F,W,30,Burnet,24110003,Property,UNAUTH USE OF VEHICLE,,12/22/2018,SAFPF
02/10/2020,New Rcv,ID,M,W,32,Tarrant,09990018,Violent,CRIMINALLY NEGLIGENT HOMICIDE,01/24/2020,11/12/2017,2 Years & Less
09/13/2019,New Rcv,ID,M,H,29,Comal,35990003,Drug,POSS WID CONT SUB PG1 4-200G DFZ,08/14/2019,10/24/2016,31 to 40 Years
10/16/2019,New Rcv,ID,M,H,27,Dallas,12990002,Violent,AGG ROBBERY,08/15/2019,01/20/2018,8 Years
03/13/2020,New Rcv,ID,M,B,29,Bowie,35990015,Drug,POSS CONT SUB PG1 1-4G,02/04/2020,08/12/2017,5 Years
02/03/2020,NR-Prob-New Offense,SJ,F,H,39,McLennan,25890001,Property,FORGERY,01/23/2020,08/16/2011,12 to 13 Months
12/30/2019,NR-Prob-New Offense,ID,M,B,22,Somervell,11990004,Violent,AGG SEX ASLT CHILD,11/13/2019,04/26/2014,7 Years
02/04/2020,New Rcv,ID,M,B,41,Harris,35990003,Drug,POSS WID PG1 4-200G,01/09/2020,03/12/2018,21 to 25 Years
08/20/2020,New Rcv,ID,M,W,24,Randall,16020014,Violent,TER THRT IMP PUB SR/FR SBI INF/G,05/15/2020,02/28/2020,2 Years & Less
02/10/2020,New Rcv,ID,M,B,24,Houston,73990677,Other,PROH SUB CORRECTIONAL FACILITY,01/13/2020,05/01/2019,4 Years
03/18/2020,NR-Prob-Tech Only,SJ,M,H,41,Nueces,35990014,Drug,POSS CS PG1<1G,02/18/2020,07/26/2017,23 to 24 Months & More
04/06/2020,NR-Prob-Tech Only,ID,M,H,29,Calhoun,54040011,Other,DWI,07/21/2016,03/06/2016,3 Years
07/22/2020,New Rcv,ID,F,W,36,Lubbock,73991003,Other,ORGANIZED CRIME,05/07/2020,04/26/2019,3 Years
09/23/2019,NR-Prob-Tech Only,ID,M,W,27,Brazoria,48010020,Other,EVADING ARREST,02/15/2018,05/13/2017,2 Years & Less
02/06/2020,New Rcv,ID,M,W,31,Bexar,20990005,Property,ARSON-HABITATION/PLACE OF ASSBL,01/14/2020,04/22/2019,6 Years
09/10/2019,New Rcv,SJ,M,H,24,Johnson,35620010,Drug,POSS MARIJ 4OZ-5LBS,08/09/2019,11/09/2017,11 to 12 Months
03/09/2020,NR-Prob-New Offense,ID,F,W,29,Ellis,48040003,Other,TAMPERING W/EVIDENCE,06/04/2018,01/11/2017,3 Years
09/27/2019,NR-Prob-New Offense,SJ,M,B,28,Eastland,35990014,Drug,"POSS CS <1G, METH",09/16/2019,02/18/2011,23 to 24 Months & More
01/03/2020,Parole Rvk-New Offense,ID,M,W,28,Gregg,22990002,Property,BURG OF HABIT,04/17/2014,10/07/2013,7 Years
12/27/2019,NR-Prob-Tech Only,SJ,M,W,28,Galveston,35990014,Drug,POSS C/S: METH,05/21/2019,08/19/2018,11 to 12 Months
10/08/2019,New Rcv,ID,M,B,26,Dallas,26040044,Property,FRAUD USE/POSS ID 10-50,08/30/2019,07/14/2019,3 Years
10/16/2019,New Rcv,ID,M,H,30,Hidalgo,35990002,Drug,MAN/DEL CONT SUB PG1 1-4G,09/18/2019,05/22/2019,3 Years
10/01/2019,Parole Rvk-New Offense,ID,F,W,28,Guadalupe,35990015,Drug,POSS CONT SUB PG1 1-4G,12/07/2015,06/26/2015,5 Years
11/20/2019,NR-Prob-New Offense,SJ,F,W,30,Tarrant,35990014,Drug,POSS C/S PG1 <1G NAMELY:METH,11/08/2019,03/07/2019,6 Months & Less
10/24/2019,NR-Prob-Tech Only,ID,M,H,24,Bexar,38990028,Other,VIOL CRT ORD/BOND COND,10/09/2019,03/19/2019,3 Years
01/29/2020,New Rcv,ID,M,B,22,Harris,12990002,Violent,AGG ROBBERY DW,01/14/2020,11/22/2017,6 Years
03/31/2020,New Rcv,ID,F,B,28,Bell,54040032,Violent,INTOX ASLT W/VEH SBI,01/21/2020,01/13/2019,5 Years
01/30/2020,NR-Prob Mod,SAFP,M,W,30,Smith,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,08/04/2018,SAFPF
02/05/2020,New Rcv,ID,F,W,24,Taylor,52120009,Other,UNL POSS FIREARM BY FELON,01/03/2020,08/15/2019,3 Years
12/09/2019,New Rcv,ID,M,H,36,Montgomery,54040011,Other,DWI SBQ OFF,10/22/2019,07/17/2019,6 Years
11/26/2019,NR-Prob-Tech Only,SJ,M,W,27,Johnson,29990004,Property,"CRIM MISCH $1,500 TO $20K",06/03/2014,08/12/2009,17 to 18 Months
09/04/2019,NR-Prob Mod,SAFP,M,W,28,McLennan,13990076,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BRE,,11/11/2017,SAFPF
10/10/2019,NR-Prob-New Offense,ID,F,W,23,Dallas,48010020,Other,EVADE ARREST DET W/VEH,09/19/2019,03/13/2017,2 Years & Less
01/14/2020,New Rcv,ID,F,B,27,Bell,48010020,Other,EVADE ARREST DET W/VEH,12/13/2019,07/12/2019,4 Years
10/28/2019,New Rcv,ID,M,B,34,Dallas,52030024,Other,UNLAW POSS FIREARM BY FELON,10/07/2019,06/15/2018,2 Years & Less
12/17/2019,New Rcv,ID,M,B,39,Harris,26990170,Property,TAMP GOVT REC,11/21/2019,11/21/2018,4 Years
12/13/2019,NR-Prob-Tech Only,SJ,M,H,35,Deaf Smith,23990194,Property,"THEFT O/2,500 U/30,000",04/10/2019,08/31/2018,19 to 20 Months
